mm,mdd,dd,hr,Temp,VPD,"Wind speed",Precip,P,O3,HD,R,PAR
,,,,C,kPa,"m s-1",mm,kPa,ppb,"W m-2",Wm-2,"umol m-2 s-1"
10,16,290,0,11.21,0.003229,1.61,0.113,98.03,31.647,-35.61,0,0
10,16,290,1,11.66,0.009206,1.66,0.113,98.04,31.458,-36.5,0,0
10,16,290,2,11.44,0.009004,1.71,0.113,98.03,31.35,-37.39,0,0
10,16,290,3,11.19,0.008615,1.77,0.057,98.05,31.336,-38.28,0,0
10,16,290,4,11.2,0.008577,1.66,0.057,98.03,30.865,-37.37,0,0
10,16,290,5,11.19,0.008408,1.55,0.057,98.04,30.026,-36.46,0,0
10,16,290,6,12.45,0.019938,1.45,0.21,98.12,28.91,-35.55,0,0
10,16,290,7,11.6,0.008687,1.59,0.21,98.07,28.599,-32.8,2.57,5.285205
10,16,290,8,12.02,0.009461,1.72,0.21,98.09,28.651,-30.05,69.41,142.741665
10,16,290,9,12.99,0.01564,1.86,0.127,98.28,28.909,-27.3,66.91,137.600415
10,16,290,10,12.62,0.010754,1.82,0.127,98.16,29.007,-23.77,90.93,186.997545
10,16,290,11,12.8,0.011062,1.78,0.127,98.21,28.362,-20.23,104.91,215.747415
10,16,290,12,13.76,0.019193,1.74,0.147,98.38,27.694,-16.7,129.38,266.06997
10,16,290,13,13.24,0.011554,1.73,0.147,98.3,29.033,-18.57,119.95,246.677175
10,16,290,14,13.49,0.01173,1.73,0.147,98.34,30.331,-20.43,97.83,201.187395
10,16,290,15,13.76,0.011835,1.73,0.11,98.51,31.528,-22.3,53.72,110.47518
10,16,290,16,13.75,0.011321,1.61,0.11,98.41,32.104,-24.67,18.68,38.41542
10,16,290,17,13.75,0.01085,1.48,0.11,98.45,32.142,-27.03,0,0
10,16,290,18,12.21,0,1.36,0.04,98.63,31.283,-29.4,0,0
10,16,290,19,13.23,0.009941,1.31,0.04,98.54,30.674,-29.4,0,0
10,16,290,20,12.72,0.009469,1.28,0.04,98.58,30.503,-29.4,0,0
10,16,290,21,11.9,0.006126,1.24,0,98.79,30.555,-29.4,0,0
10,16,290,22,12.09,0.009047,1.2,0,98.67,30.554,-28.27,0,0
10,16,290,23,11.99,0.008952,1.16,0,98.72,30.215,-27.13,0,0
10,17,291,0,12.3,0.012593,1.12,0,98.91,29.501,-26,0,0
10,17,291,1,12.02,0.008737,1.1,0,98.82,28.784,-25.53,0,0
10,17,291,2,12.16,0.008586,1.09,0,98.86,28.216,-25.07,0,0
10,17,291,3,12.09,0.00627,1.09,0.007,99.09,27.895,-24.6,0,0
10,17,291,4,12.21,0.008415,0.94,0.007,98.95,27.049,-19.6,0,0
10,17,291,5,12.14,0.008319,0.79,0.007,99.01,25.93,-14.6,0,0
10,17,291,6,12.95,0.016402,0.65,0,99.11,24.349,-9.6,0,0
10,17,291,7,12.37,0.00815,0.79,0,99.09,24.882,-8.23,3,6.1695
10,17,291,8,12.66,0.008652,0.91,0,99.1,24.472,-6.87,130.83,269.051895
10,17,291,9,15.96,0.041826,1.01,0,99.26,21.795,-5.5,259.62,533.90853
10,17,291,10,13.94,0.013781,1.05,0,99.14,26.334,16.47,355.14,730.34541
10,17,291,11,14.94,0.019655,1.03,0,99.19,28.564,38.43,410.66,844.52229
10,17,291,12,16.95,0.038612,1.01,0,99.31,29.258,60.4,423.42,870.76323
10,17,291,13,16.29,0.029676,1.04,0,99.27,30.18,49.7,391.83,805.798395
10,17,291,14,16.62,0.032832,1.07,0,99.29,30.592,39,318.05,654.069825
10,17,291,15,14.01,0.002173,1.1,0,99.33,33.77,28.3,207.04,425.77776
10,17,291,16,15.97,0.025079,1.03,0,99.31,33.969,12.97,67.57,138.957705
10,17,291,17,14.99,0.014972,0.92,0,99.32,35.748,-2.37,0,0
10,17,291,18,10.79,0,0.58,0,99.48,30.005,-17.7,0,0
10,17,291,19,12.92,6.2e-05,0.48,0,99.36,26.946,-13.7,0,0
10,17,291,20,11.85,0,0.39,0,99.41,23.724,-9.7,0,0
10,17,291,21,8.3,0,0.27,0,99.47,18.935,-5.7,0,0
10,17,291,22,9.96,0,0.18,0,99.48,14.948,-3.97,0,0
10,17,291,23,9.13,0,0.12,0,99.47,11.223,-2.23,0,0
10,18,292,0,7.69,0,0.14,0,99.42,12.593,-0.5,0,0
10,18,292,1,8.1,0,0.12,0,99.46,11.088,-1.37,0,0
10,18,292,2,7.9,0,0.16,0,99.44,12.845,-2.23,0,0
10,18,292,3,6.43,0,0.22,0,99.46,14.726,-3.1,0,0
10,18,292,4,7.27,0,0.15,0,99.43,11.618,-2.33,0,0
10,18,292,5,6.85,0,0.11,0,99.44,9.164,-1.57,0,0
10,18,292,6,8.64,0,0.12,0,99.43,8.854,-0.8,0,0
10,18,292,7,7.17,0,0.05,0,99.45,4.553,-2.03,0.4,0.8226
10,18,292,8,7.91,0,0.1,0,99.44,6.652,-3.27,31.34,64.45071
10,18,292,9,13.19,0.037058,0.25,0,99.52,8.818,-4.5,63.5,130.58775
10,18,292,10,10.15,0.003035,0.74,0,99.45,23.195,23.43,87.38,179.69697
10,18,292,11,11.66,0.017086,0.84,0,99.48,29.118,51.37,101.25,208.220625
10,18,292,12,12.98,0.030511,0.94,0,99.62,31.345,79.3,220.8,454.0752
10,18,292,13,13.11,0.034943,1.14,0,99.54,32.388,71.37,204.02,419.56713
10,18,292,14,13.04,0.03737,1.33,0,99.58,32.907,63.43,164.87,339.055155
10,18,292,15,9.84,0.011314,1.53,0,99.81,33.361,55.5,116.44,239.45886
10,18,292,16,11.92,0.033086,1.63,0,99.66,32.18,27.53,35.62,73.25253
10,18,292,17,10.87,0.027016,1.73,0,99.73,31.197,-0.43,0,0
10,18,292,18,7.78,0.005842,1.82,0,99.92,30.815,-28.4,0,0
10,18,292,19,9.14,0.021372,1.89,0,99.83,30.954,-33.13,0,0
10,18,292,20,8.46,0.021139,1.96,0,99.87,31.305,-37.87,0,0
10,18,292,21,6.45,0.011762,2.04,0,100.1,31.806,-42.6,0,0
10,18,292,22,7.32,0.021171,1.97,0,99.96,32.145,-44.27,0,0
10,18,292,23,6.88,0.021338,1.9,0,100.02,32.401,-45.93,0,0
10,19,293,0,6.25,0.020338,1.83,0.007,100.12,32.613,-47.6,0,0
10,19,293,1,6.38,0.020765,1.84,0.007,100.1,33.326,-45.9,0,0
10,19,293,2,6.31,0.019858,1.85,0.007,100.11,34.606,-44.2,0,0
10,19,293,3,5.59,0.014593,1.85,0,100.25,36.195,-42.5,0,0
10,19,293,4,6.02,0.019243,1.86,0,100.15,37.568,-43.33,0,0
10,19,293,5,5.8,0.019606,1.86,0,100.19,38.426,-44.17,0,0
10,19,293,6,5.93,0.022241,1.87,0,100.24,38.781,-45,0,0
10,19,293,7,5.7,0.023119,1.9,0,100.25,39.027,-25.33,0.29,0.596385
10,19,293,8,5.82,0.026236,1.94,0,100.24,39.276,-5.67,51.54,105.99201
10,19,293,9,7.79,0.042118,1.96,0.003,100.36,39.461,14,226.91,466.640415
10,19,293,10,6.54,0.032642,2.06,0.003,100.27,39.932,54.23,314.46,646.68699
10,19,293,11,7.16,0.036064,2.15,0.003,100.31,40.23,94.47,365.28,751.19832
10,19,293,12,8.41,0.044405,2.23,0,100.22,40.298,134.7,404.7,832.26555
10,19,293,13,8.01,0.042035,2.18,0,100.33,39.938,110.47,373.05,767.177325
10,19,293,14,8.22,0.044278,2.14,0,100.28,39.519,86.23,300.1,617.15565
10,19,293,15,6.5,0.032851,2.1,0.003,100.19,39.023,62,192.09,395.033085
10,19,293,16,7.78,0.040269,1.94,0.003,100.21,38.246,26.93,54.52,112.12038
10,19,293,17,7.14,0.034293,1.77,0.003,100.2,37.201,-8.13,0,0
10,19,293,18,5.22,0.020437,1.54,0,100.2,35.457,-43.2,0,0
10,19,293,19,6.07,0.02608,1.46,0,100.19,34.322,-42.47,0,0
10,19,293,20,5.65,0.023574,1.39,0,100.2,33.389,-41.73,0,0
10,19,293,21,4.85,0.018969,1.33,0,100.13,32.614,-41,0,0
10,19,293,22,5.1,0.019835,1.3,0,100.18,32.171,-41.63,0,0
10,19,293,23,4.98,0.018466,1.28,0,100.16,31.852,-42.27,0,0
10,20,294,0,4.14,0.012908,1.27,0,100.09,31.471,-42.9,0,0
10,20,294,1,4.62,0.015785,1.17,0,100.12,30.639,-39.57,0,0
10,20,294,2,4.38,0.014506,1.06,0,100.11,29.544,-36.23,0,0
10,20,294,3,4.23,0.01377,0.96,0,100.1,27.955,-32.9,0,0
10,20,294,4,4.17,0.012854,0.95,0,100.09,26.964,-32.17,0,0
10,20,294,5,4.2,0.012459,0.94,0,100.1,26.369,-31.43,0,0
10,20,294,6,5.2,0.017963,0.93,0,100,26.047,-30.7,0,0
10,20,294,7,4.56,0.014108,0.91,0,100.08,26.41,-25.43,0.2,0.4113
10,20,294,8,4.89,0.016182,0.9,0,100.04,26.844,-20.17,113.35,233.104275
10,20,294,9,9.14,0.045962,0.91,0,99.95,26.905,-14.9,241.37,496.377405
10,20,294,10,6.52,0.027156,1.14,0,99.99,31.533,25.1,336.19,691.374735
10,20,294,11,7.83,0.036735,1.21,0,99.97,33.296,65.1,391.39,804.893535
10,20,294,12,10.87,0.061651,1.26,0,99.77,34.233,105.1,403.19,829.160235
10,20,294,13,9.73,0.051936,1.17,0,99.91,34.364,89.47,371.07,763.105455
10,20,294,14,10.31,0.05677,1.09,0,99.85,34.25,73.83,297.32,611.43858
10,20,294,15,7.96,0.038283,1.02,0,99.66,34.022,58.2,186.81,384.174765
10,20,294,16,9.91,0.053115,0.89,0,99.75,33.386,36.87,49.24,101.26206
10,20,294,17,8.94,0.045158,0.76,0,99.71,32.246,15.53,0,0
10,20,294,18,4.54,0.014079,0.29,0,99.58,20.776,-5.8,0,0
10,20,294,19,6.83,0.027932,0.27,0,99.64,18.348,-5.63,0,0
10,20,294,20,5.69,0.019834,0.25,0,99.62,15.935,-5.47,0,0
10,20,294,21,2.74,0.002412,0.23,0,99.41,13.535,-5.3,0,0
10,20,294,22,3.95,0.008251,0.2,0,99.54,11.156,-4.83,0,0
10,20,294,23,3.35,0.004324,0.19,0,99.49,9.835,-4.37,0,0
10,21,295,0,0.78,0,0.21,0,99.41,9.771,-3.9,0,0
10,21,295,1,2.09,0.003754,0.05,0,99.41,3.716,-2.67,0,0
10,21,295,2,1.43,0.013276,0.01,0,99.41,1.036,-1.43,0,0
10,21,295,3,0.47,0,0.08,0,99.39,5.857,-0.2,0,0
10,21,295,4,0.68,0.007049,0.07,0,99.41,4.501,-3.4,0,0
10,21,295,5,0.58,0.001706,0.17,0,99.4,8.085,-6.6,0,0
10,21,295,6,2.36,0.008,0.32,0,99.38,10.235,-9.8,0,0
10,21,295,7,1.1,0,0.4,0,99.39,11.232,-12.1,0.03,0.061695
10,21,295,8,1.73,0.00261,0.47,0,99.38,12.556,-14.4,108.53,223.191945
10,21,295,9,8.13,0.041874,0.53,0,99.42,13.997,-16.7,236.37,486.094905
10,21,295,10,4.28,0.013124,0.96,0,99.39,25.947,23.23,331.23,681.174495
10,21,295,11,6.2,0.022128,1.03,0,99.4,31.095,63.17,386.27,794.364255
10,21,295,12,10.18,0.048959,1.09,0.003,99.44,33.508,103.1,397.63,817.726095
10,21,295,13,8.81,0.036818,1.2,0.003,99.42,34,87.43,365.62,751.89753
10,21,295,14,9.49,0.041108,1.3,0.003,99.43,33.889,71.77,291.66,599.79879
10,21,295,15,7.86,0.027424,1.41,0.003,99.47,33.833,56.1,178.06,366.18039
10,21,295,16,9.4,0.039428,1.3,0.003,99.45,33.805,30.07,43.2,88.8408
10,21,295,17,8.63,0.033498,1.17,0.003,99.46,33.338,4.03,0,0
10,21,295,18,4.93,0.008223,0.88,0.003,99.52,30.291,-22,0,0
10,21,295,19,6.88,0.019942,0.76,0.003,99.48,28.222,-19.33,0,0
10,21,295,20,5.9,0.012627,0.64,0.003,99.5,26.325,-16.67,0,0
10,21,295,21,2.92,0,0.46,0.007,99.55,23.182,-14,0,0
10,21,295,22,4.26,0.002581,0.35,0.007,99.53,20.775,-10.07,0,0
10,21,295,23,3.59,0,0.25,0.007,99.54,17.97,-6.13,0,0
10,22,296,0,1.57,0,0.19,0,99.61,15.233,-2.2,0,0
10,22,296,1,2.46,0,0.17,0,99.56,14.096,-3.9,0,0
10,22,296,2,2.01,0,0.21,0,99.58,15.384,-5.6,0,0
10,22,296,3,0.57,0,0.28,0,99.63,17.243,-7.3,0,0
10,22,296,4,1.23,0,0.26,0,99.61,16.066,-6.83,0,0
10,22,296,5,0.9,0,0.25,0,99.62,14.922,-6.37,0,0
10,22,296,6,2.39,0.005626,0.25,0,99.67,13.836,-5.9,0,0
10,22,296,7,1.17,0,0.31,0,99.64,15.016,-8.33,0,0
10,22,296,8,1.78,0.003836,0.37,0,99.65,15.417,-10.77,102.52,210.83238
10,22,296,9,7.26,0.03809,0.42,0,99.79,15.902,-13.2,230.26,473.52969
10,22,296,10,4,0.017864,0.93,0,99.7,28.638,28.07,325.15,668.670975
10,22,296,11,5.63,0.028373,1.02,0,99.74,30.99,69.33,380.08,781.63452
10,22,296,12,9.1,0.053785,1.1,0,99.83,31.999,110.6,391.69,805.510485
10,22,296,13,7.87,0.042118,1.15,0,99.8,31.909,93.73,359.55,739.414575
10,22,296,14,8.48,0.044317,1.21,0,99.81,31.57,76.87,285.38,586.88397
10,22,296,15,7.07,0.031569,1.27,0.013,99.98,31.178,60,173.01,355.795065
10,22,296,16,8.41,0.039243,1.26,0.013,99.86,30.691,29.87,37.94,78.02361
10,22,296,17,7.73,0.032026,1.23,0.013,99.91,30.024,-0.27,0,0
10,22,296,18,5.07,0.012274,1.1,0.003,100.02,28.629,-30.4,0,0
10,22,296,19,6.4,0.022711,1.02,0.003,99.99,28.261,-29.7,0,0
10,22,296,20,5.73,0.020283,0.94,0.003,100,28.217,-29,0,0
10,22,296,21,3.14,0.006845,0.87,0,100.18,27.537,-28.3,0,0
10,22,296,22,4.41,0.015429,0.79,0,100.06,26.55,-26.47,0,0
10,22,296,23,3.77,0.013014,0.71,0,100.11,25.442,-24.63,0,0
10,23,297,0,2.6,0.007954,0.62,0,100.25,24.111,-22.8,0,0
10,23,297,1,2.95,0.009518,0.55,0,100.2,23.086,-19.4,0,0
10,23,297,2,2.77,0.008225,0.48,0,100.22,21.997,-16,0,0
10,23,297,3,1.25,0.000169,0.44,0.003,100.34,20.941,-12.6,0,0
10,23,297,4,2.14,0.005655,0.35,0.003,100.27,19.108,-9.6,0,0
10,23,297,5,1.69,0.004444,0.27,0.003,100.3,17.069,-6.6,0,0
10,23,297,6,1.53,0.004693,0.21,0,100.52,14.735,-3.6,0,0
10,23,297,7,1.33,0.006703,0.26,0,100.38,16.58,-5,0,0
10,23,297,8,1.42,0.010306,0.31,0,100.44,17.528,-6.4,96.24,197.91756
10,23,297,9,5.22,0.03443,0.37,0,100.63,18.103,-7.8,222.9,458.39385
10,23,297,10,2.75,0.021803,0.71,0,100.54,30.508,36.9,317.38,652.69197
10,23,297,11,3.98,0.029912,0.71,0,100.58,31.682,81.6,372.06,765.14139
10,23,297,12,7.25,0.052204,0.7,0,100.56,32.378,126.3,296.23,609.196995
10,23,297,13,5.9,0.042654,0.65,0,100.61,32.169,106.8,271.31,557.949015
10,23,297,14,6.58,0.046596,0.65,0,100.59,31.504,87.3,214.21,440.522865
10,23,297,15,5.43,0.038498,0.71,0,100.54,30.631,67.8,163.16,335.53854
10,23,297,16,6.65,0.045496,0.71,0,100.56,29.441,42.77,31.75,65.293875
10,23,297,17,6.04,0.040658,0.7,0,100.55,27.817,17.73,0,0
10,23,297,18,2.05,0.015552,0.37,0,100.55,19.703,-7.3,0,0
10,23,297,19,4.3,0.028594,0.32,0,100.54,16.547,-5.97,0,0
10,23,297,20,3.18,0.023189,0.26,0,100.55,13.415,-4.63,0,0
10,23,297,21,1.63,0.016714,0.19,0,100.48,9.646,-3.3,0,0
10,23,297,22,1.92,0.016363,0.22,0,100.53,9.239,-8.9,0,0
10,23,297,23,1.78,0.01415,0.32,0,100.51,9.507,-14.5,0,0
10,24,298,0,2.85,0.018221,0.46,0,100.4,9.673,-20.1,0,0
10,24,298,1,2.04,0.00995,0.55,0,100.46,10.004,-21.87,0,0
10,24,298,2,2.45,0.007854,0.62,0,100.44,10.418,-23.63,0,0
10,24,298,3,3.19,0.007589,0.69,0,100.35,11.012,-25.4,0,0
10,24,298,4,2.97,0.005544,0.67,0,100.39,11.497,-24,0,0
10,24,298,5,3.08,0.005365,0.65,0,100.37,12.025,-22.6,0,0
10,24,298,6,5.37,0.017911,0.63,0,100.39,12.455,-21.2,0,0
10,24,298,7,3.91,0.005256,0.68,0,100.36,14.935,-20.93,0,0
10,24,298,8,4.64,0.005602,0.72,0,100.37,17.587,-20.67,69.19,142.289235
10,24,298,9,8.92,0.031055,0.75,0,100.4,18.895,-20.4,174.41,358.674165
10,24,298,10,6.55,0.012316,1,0,100.39,24.118,7.63,250.04,514.20726
10,24,298,11,7.74,0.019495,1.04,0,100.4,26.529,35.67,293.86,604.32309
10,24,298,12,10.46,0.040022,1.04,0,100.32,27.852,63.7,94.87,195.100155
10,24,298,13,9.44,0.031364,1.03,0,100.38,28.516,55.63,86.74,178.38081
10,24,298,14,9.95,0.035411,1.01,0,100.36,28.974,47.57,68.16,140.17104
10,24,298,15,8.11,0.020824,0.99,0,100.26,29.183,39.5,125.27,257.617755
10,24,298,16,9.68,0.033763,0.92,0,100.31,28.708,22.97,21.54,44.29701
10,24,298,17,8.9,0.028332,0.82,0,100.29,27.513,6.43,0,0
10,24,298,18,5.83,0.006957,0.42,0,100.32,20.528,-10.1,0,0
10,24,298,19,7.34,0.017605,0.41,0,100.27,18.343,-11.2,0,0
10,24,298,20,6.58,0.012782,0.4,0,100.29,16.365,-12.29,0,0
10,24,298,21,4.82,0.002042,0.4,0,100.24,14.604,-13.39,0,0
10,24,298,22,5.5,0.007429,0.43,0,100.3,13.596,-15.01,0,0
10,24,298,23,5.16,0.006429,0.46,0,100.28,12.923,-16.63,0,0
10,25,299,0,3.75,0,0.5,0,100.24,12.628,-18.25,0,0
10,25,299,1,4.46,0.002923,0.42,0,100.24,11.473,-15.19,0,0
10,25,299,2,4.11,0.000892,0.36,0,100.24,10.25,-12.12,0,0
10,25,299,3,2.86,0,0.33,0,100.21,9.048,-9.06,0,0
10,25,299,4,3.46,0,0.33,0,100.23,8.476,-9.71,0,0
10,25,299,5,3.16,0,0.34,0,100.22,8.098,-10.35,0,0
10,25,299,6,2.29,0,0.36,0,100.35,7.916,-11,0,0
10,25,299,7,2.66,0.001104,0.2,0,100.24,5.995,-7.43,0,0
10,25,299,8,2.47,0.008055,0.09,0,100.29,3.713,-3.87,85.77,176.386005
10,25,299,9,8.13,0.030741,0.08,0,100.4,4.094,-0.3,158.5,325.95525
10,25,299,10,4.23,0.004328,0.33,0,100.36,23.096,29.17,229.06,471.06189
10,25,299,11,6.18,0.016885,0.33,0,100.38,25.639,58.63,269.87,554.987655
10,25,299,12,11.03,0.054721,0.35,0,100.28,26.933,88.1,344.92,709.32798
10,25,299,13,9.11,0.038776,0.24,0,100.37,27.975,77.13,314.82,647.42733
10,25,299,14,10.07,0.045894,0.11,0,100.33,27.711,66.17,246.16,506.22804
10,25,299,15,7.01,0.018779,0.03,0,100.24,26.185,55.2,155.26,319.29219
10,25,299,16,9.69,0.044185,0.17,0,100.27,28.137,36.53,23.1,47.50515
10,25,299,17,8.35,0.03419,0.29,0,100.26,26.5,17.87,0,0
10,25,299,18,4.22,0.007623,0.13,0.01,100.24,12.375,-0.8,0,0
10,25,299,19,6.08,0.018559,0.13,0.01,100.24,11.062,-0.8,0,0
10,25,299,20,5.15,0.012136,0.12,0.01,100.24,9.754,-0.8,0,0
10,25,299,21,3.1,0,0.11,0.01,100.22,8.344,-0.8,0,0
10,25,299,22,3.85,0.003805,0.12,0.01,100.24,7.512,-1.63,0,0
10,25,299,23,3.48,0.00071,0.15,0.01,100.23,7.575,-2.47,0,0
10,26,300,0,3.27,0,0.19,0.007,100.3,7.151,-3.3,0,0
10,26,300,1,3.15,0,0.23,0.007,100.24,5.99,-5.6,0,0
10,26,300,2,3.21,0,0.28,0.007,100.26,4.172,-7.9,0,0
10,26,300,3,3.79,0.000392,0.34,0.003,100.35,1.984,-10.2,0,0
10,26,300,4,3.44,0,0.37,0.003,100.31,0.224,-11.53,0,0
10,26,300,5,3.61,0,0.39,0.003,100.33,0.014,-12.87,0,0
10,26,300,6,5.37,0.008112,0.42,0.003,100.43,0.105,-14.2,0,0
10,26,300,7,4.31,0,0.5,0.003,100.37,2.627,-17.4,0,0
10,26,300,8,4.84,0.001343,0.58,0.003,100.39,7.315,-20.6,74.96,154.15524
10,26,300,9,9.81,0.035412,0.64,0.003,100.45,11.312,-23.8,51.76,106.44444
10,26,300,10,6.85,0.00619,0.99,0.003,100.43,19.916,-5.47,75.41,155.080665
10,26,300,11,8.33,0.013936,1.12,0.003,100.44,25.48,12.87,89.1,183.23415
10,26,300,12,10.93,0.032636,1.19,0.007,100.5,28.178,31.2,91.94,189.07461
10,26,300,13,10.18,0.025512,1.16,0.007,100.46,28.939,25.67,83.81,172.355265
10,26,300,14,10.55,0.027949,1.13,0.007,100.48,28.887,20.13,65.17,134.022105
10,26,300,15,9.58,0.019063,1.09,0.017,100.49,28.379,14.6,37.25,76.604625
10,26,300,16,10.48,0.027298,1.06,0.017,100.5,27.326,3.53,4.67,9.603855
10,26,300,17,10.03,0.024225,0.98,0.017,100.49,25.858,-7.53,0,0
10,26,300,18,7.33,0.004206,0.87,0,100.66,23.829,-18.6,0,0
10,26,300,19,8.82,0.01597,0.78,0,100.53,22.115,-22.17,0,0
10,26,300,20,8.07,0.011236,0.75,0,100.58,20.566,-25.73,0,0
10,26,300,21,6.68,0.002311,0.79,0.003,100.73,19.031,-29.3,0,0
10,26,300,22,7.11,0.006876,0.81,0.003,100.68,18.376,-31.53,0,0
10,26,300,23,6.89,0.00682,0.9,0.003,100.7,19.424,-33.77,0,0
10,27,301,0,5.03,0,1.05,0,100.79,21.599,-36,0,0
10,27,301,1,6.12,0.005647,0.93,0,100.74,22.278,-32.13,0,0
10,27,301,2,5.57,0.004859,0.81,0,100.76,21.782,-28.27,0,0
10,27,301,3,4.23,0,0.68,0,100.89,19.983,-24.4,0,0
10,27,301,4,4.75,0.004695,0.76,0,100.81,19.552,-27.37,0,0
10,27,301,5,4.49,0.005065,0.85,0,100.85,19.167,-30.33,0,0
10,27,301,6,5.25,0.01172,0.94,0,101.02,18.988,-33.3,0,0
10,27,301,7,4.56,0.00726,0.95,0,100.92,19.238,-28.17,0,0
10,27,301,8,4.9,0.00903,0.97,0,100.96,20.107,-23.03,74.11,152.407215
10,27,301,9,8.22,0.031157,0.99,0,101.15,20.601,-17.9,50.14,103.11291
10,27,301,10,6.23,0.021593,1.24,0,101.05,24.039,19.87,73.79,151.749135
10,27,301,11,7.22,0.033068,1.35,0,101.09,26.343,57.63,87.45,179.840925
10,27,301,12,8.65,0.048463,1.44,0,101.09,27.737,95.4,361.22,742.84893
10,27,301,13,8.37,0.047592,1.4,0,101.14,27.605,76.3,328.53,675.621945
10,27,301,14,8.51,0.049952,1.35,0,101.12,26.762,57.2,253.96,522.26874
10,27,301,15,5.64,0.031186,1.3,0,101.06,25.823,38.1,139.96,287.82774
10,27,301,16,7.65,0.046259,1.19,0,101.08,24.867,17.3,14.27,29.346255
10,27,301,17,6.65,0.040582,1.04,0,101.07,23.51,-3.5,0,0
10,27,301,18,2.99,0.01947,0.63,0,101.19,19.208,-24.3,0,0
10,27,301,19,4.75,0.029997,0.62,0,101.09,17.057,-27.13,0,0
10,27,301,20,3.86,0.025386,0.61,0,101.13,15.303,-29.97,0,0
10,27,301,21,2.09,0.016507,0.61,0,101.17,13.658,-32.8,0,0
10,27,301,22,2.69,0.018462,0.69,0,101.19,12.646,-38.2,0,0
10,27,301,23,2.39,0.015644,0.77,0,101.18,11.548,-43.6,0,0
10,28,302,0,1.79,0.011323,0.84,0,101.1,10.556,-49,0,0
10,28,302,1,2,0.011057,0.81,0,101.15,9.77,-45.73,0,0
10,28,302,2,1.9,0.00932,0.78,0,101.13,9.628,-42.47,0,0
10,28,302,3,1.35,0.005454,0.75,0,101.04,9.892,-39.2,0,0
10,28,302,4,1.65,0.006587,0.72,0,101.09,9.975,-36.13,0,0
10,28,302,5,1.5,0.005638,0.69,0,101.07,9.631,-33.07,0,0
10,28,302,6,0.88,0.002491,0.67,0,101.01,8.877,-30,0,0
10,28,302,7,1.2,0.005332,0.72,0,101.03,8.224,-28.73,0,0
10,28,302,8,1.04,0.006148,0.77,0,101.02,9.363,-27.47,69.24,142.39206
10,28,302,9,6.15,0.036586,0.79,0,100.91,10.242,-26.2,195.32,401.67558
10,28,302,10,2.65,0.014307,1.14,0,100.99,13.324,6.63,289.72,595.80918
10,28,302,11,4.4,0.022968,1.25,0,100.95,16.126,39.47,344.43,708.320295
10,28,302,12,7.21,0.039997,1.34,0,100.87,18.389,72.3,351,721.8315
10,28,302,13,6.51,0.03361,1.27,0,100.9,19.584,63.8,318.72,655.44768
10,28,302,14,6.86,0.034479,1.22,0,100.89,20.728,55.3,245.09,504.027585
10,28,302,15,5.72,0.025484,1.18,0,100.74,21.757,46.8,62.18,127.87317
10,28,302,16,6.72,0.028342,1.12,0,100.84,22.397,22.47,5.04,10.36476
10,28,302,17,6.23,0.021303,1.03,0,100.8,22.108,-1.87,0,0
10,28,302,18,4.97,0.009997,0.72,0,100.78,18.944,-26.2,0,0
10,28,302,19,5.47,0.012311,0.83,0,100.75,18.288,-33.7,0,0
10,28,302,20,5.22,0.009717,0.94,0,100.76,18.849,-41.2,0,0
10,28,302,21,5.27,0.008917,1.05,0.003,100.72,19.793,-48.7,0,0
10,28,302,22,5.08,0.00679,1.07,0.003,100.77,20.597,-49.13,0,0
10,28,302,23,5.18,0.006469,1.1,0.003,100.75,21.445,-49.57,0,0
10,29,303,0,6.06,0.011184,1.13,0.017,100.6,22.335,-50,0,0
10,29,303,1,5.54,0.006102,1.21,0.017,100.69,23.483,-45.47,0,0
10,29,303,2,5.81,0.006398,1.27,0.017,100.65,24.358,-40.93,0,0
10,29,303,3,6.94,0.012787,1.33,0.05,100.55,24.915,-36.4,0,0
10,29,303,4,6.36,0.006611,1.28,0.05,100.59,24.97,-36.37,0,0
10,29,303,5,6.65,0.006458,1.24,0.05,100.57,24.992,-36.33,0,0
10,29,303,6,8.73,0.019533,1.19,0.003,100.47,25.071,-36.3,0,0
10,29,303,7,7.54,0.006561,1.15,0.003,100.53,25.196,-32.17,0,0
10,29,303,8,8.14,0.006804,1.11,0.003,100.51,25.265,-28.03,61.65,126.783225
10,29,303,9,12.09,0.035844,1.08,0,100.47,25.397,-23.9,190.32,391.39308
10,29,303,10,9.85,0.013574,1.19,0,100.47,27.726,2.97,284.85,585.794025
10,29,303,11,10.97,0.021221,1.2,0,100.47,30.092,29.83,339.52,698.22288
10,29,303,12,12.99,0.038514,1.19,0.013,100.37,30.623,56.7,347.7,715.04505
10,29,303,13,12.4,0.032251,1.17,0.013,100.45,31.811,44.7,315.15,648.105975
10,29,303,14,12.7,0.034767,1.15,0.013,100.41,31.445,32.7,241.13,495.883845
10,29,303,15,10.17,0.011288,1.13,0.003,100.45,31.817,20.7,130.66,268.70229
10,29,303,16,12.04,0.026546,1.06,0.003,100.39,30.886,7.03,8.1,16.65765
10,29,303,17,11.1,0.016583,0.93,0.003,100.41,28.954,-6.63,0,0
10,29,303,18,9.09,0,0.66,0,100.53,24.626,-20.3,0,0
10,29,303,19,9.8,0.007332,0.66,0,100.47,22.967,-21.97,0,0
