mm,mdd,dd,hr,Temp,VPD,"Wind speed",Precip,P,O3,HD,R,PAR
,,,,C,kPa,"m s-1",mm,kPa,ppb,"W m-2",Wm-2,"umol m-2 s-1"
2,17,48,18,8.08,0.01022,3.71,2.26,95.94,43.955,-54.7,0,0
2,17,48,19,7.84,0.007134,3.56,2.26,96.1,43.754,-50.8,0,0
2,17,48,20,7.97,0.007023,3.42,2.26,96.03,43.714,-46.9,0,0
2,17,48,21,5.81,0,3.28,0.437,96.01,42.832,-43,0,0
2,17,48,22,7.32,0.007509,2.87,0.437,95.96,40.731,-50.57,0,0
2,17,48,23,6.56,0.008296,2.5,0.437,95.98,38.788,-58.13,0,0
2,18,49,0,2.16,0,2.19,0,96.24,37.615,-65.7,0,0
2,18,49,1,4.57,0.007655,2.09,0,96.06,37.163,-68.07,0,0
2,18,49,2,3.36,0.006949,1.98,0,96.14,36.961,-70.43,0,0
2,18,49,3,2.02,0.006242,1.88,0.017,96.24,37.143,-72.8,0,0
2,18,49,4,2.11,0.00636,1.75,0.017,96.24,37.987,-64.47,0,0
2,18,49,5,2.07,0.005828,1.62,0.017,96.24,38.984,-56.13,0,0
2,18,49,6,2.52,0.007775,1.5,0.037,96.49,39.428,-47.8,0,0
2,18,49,7,2.16,0.005445,1.58,0.037,96.3,39.913,-42.23,0,0
2,18,49,8,2.33,0.005757,1.67,0.037,96.38,39.595,-36.67,39.6,81.4374
2,18,49,9,3.66,0.012494,1.74,0.17,96.42,38.686,-31.1,171.19,352.052235
2,18,49,10,2.91,0.006207,1.88,0.17,96.47,38.857,-13.47,280.26,576.35469
2,18,49,11,3.29,0.006454,2.02,0.17,96.45,40.182,4.17,353.43,726.828795
2,18,49,12,3.54,0.005665,2.15,0.38,97.2,40.991,21.8,251.4,517.0041
2,18,49,13,3.55,0.006971,2.22,0.38,96.59,42.26,-1.43,245.64,505.15866
2,18,49,14,3.51,0.00763,2.35,0.38,96.85,43.255,-24.67,211.86,435.69009
2,18,49,15,2.01,0.000479,2.55,0.58,97.49,43.228,-47.9,230.41,473.838165
2,18,49,16,3,0.007626,2.64,0.58,97.26,43.299,-53.27,109.58,225.35127
2,18,49,17,2.49,0.006564,2.75,0.58,97.36,43.037,-58.63,0.09,0.185085
2,18,49,18,2.15,0.005673,2.87,0.033,98.45,42.996,-64,0,0
2,18,49,19,1.97,0.00552,2.71,0.033,97.7,42.714,-69.83,0,0
2,18,49,20,2.02,0.005801,2.55,0.033,98.02,42.229,-75.67,0,0
2,18,49,21,1.8,0.004505,2.4,0.003,98.72,41.575,-81.5,0,0
2,18,49,22,2.01,0.006055,2.18,0.003,98.51,40.823,-73.9,0,0
2,18,49,23,1.89,0.00582,1.99,0.003,98.6,40.142,-66.3,0,0
2,19,50,0,-0.31,0,1.82,0,99.02,39.562,-58.7,0,0
2,19,50,1,1.07,0.005442,1.62,0,98.79,38.57,-58.53,0,0
2,19,50,2,0.37,0.005402,1.45,0,98.89,37.799,-58.37,0,0
2,19,50,3,0.82,0.010868,1.34,0.003,98.75,36.927,-58.2,0,0
2,19,50,4,0.09,0.005496,1.46,0.003,98.96,37.512,-59.27,0,0
2,19,50,5,0.47,0.00517,1.62,0.003,98.87,37.975,-60.33,0,0
2,19,50,6,1.91,0.010372,1.81,0.223,98.08,38.228,-61.4,0,0
2,19,50,7,1.24,0.004583,2.29,0.223,98.6,39.367,-54.53,0,0
2,19,50,8,1.61,0.004554,2.75,0.223,98.38,40.479,-47.67,40.49,83.267685
2,19,50,9,3.78,0.015135,3.2,2.027,96.99,41.64,-40.8,48.41,99.555165
2,19,50,10,2.63,0.004855,3.31,2.027,97.84,42.719,-46.33,77.98,160.36587
2,19,50,11,3.26,0.005001,3.44,2.027,97.47,43.612,-51.87,98.11,201.763215
2,19,50,12,7.34,0.028204,3.57,2.263,95.94,44.519,-57.4,106.45,218.914425
2,19,50,13,5.07,0.005401,3.74,2.263,96.76,43.507,-64.4,103.51,212.868315
2,19,50,14,6.25,0.006133,3.93,2.263,96.41,41.436,-71.4,89.69,184.447485
2,19,50,15,6.76,0.002774,4.13,0.683,96.05,41.151,-78.4,65.39,134.474535
2,19,50,16,7.14,0.00733,3.75,0.683,95.96,41.779,-79.9,32.04,65.89026
2,19,50,17,6.94,0.00781,3.67,0.683,96,41.696,-81.4,0.13,0.267345
2,19,50,18,3.9,0,3.91,0.757,96.78,41.924,-82.9,0,0
2,19,50,19,5.74,0.00746,3.77,0.757,96.21,42.316,-84.73,0,0
2,19,50,20,4.79,0.007114,3.68,0.757,96.46,43.337,-86.57,0,0
2,19,50,21,2.24,0,3.64,0.071,97.4,44.006,-88.4,0,0
2,19,50,22,3.29,0.007732,3.42,0.071,96.92,44.671,-106.8,0,0
2,19,50,23,2.74,0.008322,3.21,0.071,97.12,45.521,-125.2,0,0
2,20,51,0,1.71,0.006439,2.99,0.062,97.58,44.077,-143.6,0,0
2,20,51,1,2.05,0.007909,2.79,0.062,97.44,41.36,-126.67,0,0
2,20,51,2,1.87,0.006829,2.65,0.062,97.5,39.711,-109.73,0,0
2,20,51,3,2.9,0.011857,2.56,0.032,97.92,39.91,-92.8,0,0
2,20,51,4,2.08,0.006133,2.54,0.032,97.66,40.22,-96.43,0,0
2,20,51,5,2.47,0.0065,2.56,0.032,97.77,40.326,-100.07,0,0
2,20,51,6,4.3,0.014829,2.6,0.03,98.02,40.591,-103.7,0,0
2,20,51,7,3.36,0.006945,2.53,0.03,97.94,40.309,-85.97,0,0
2,20,51,8,3.82,0.006962,2.51,0.03,97.98,39.665,-68.23,48.26,99.24669
2,20,51,9,6.32,0.01976,2.53,0.04,97.98,39.76,-50.5,164.33,337.944645
2,20,51,10,4.98,0.007609,2.67,0.04,98.01,40.583,-38.6,262.7,540.24255
2,20,51,11,5.65,0.008338,2.81,0.04,98,41.098,-26.7,328.67,675.909855
2,20,51,12,7.47,0.017349,2.94,0.107,97.82,41.515,-14.8,351.14,722.11941
2,20,51,13,6.72,0.00923,2.92,0.107,97.94,41.804,-21.43,342.33,704.001645
2,20,51,14,7.1,0.009163,2.91,0.107,97.89,42.057,-28.07,296.75,610.266375
2,20,51,15,6.91,0.005442,2.91,0.283,97.54,42.184,-34.7,134.04,275.65326
2,20,51,16,7.31,0.008746,3.01,0.283,97.76,42.227,-46.43,66.72,137.20968
2,20,51,17,7.12,0.00823,3.11,0.283,97.66,42.086,-58.17,0.69,1.418985
2,20,51,18,7.25,0.010023,3.21,0.863,97.43,41.731,-69.9,0,0
2,20,51,19,7.03,0.007219,3.12,0.863,97.52,41.298,-59.97,0,0
2,20,51,20,7.15,0.006849,3.03,0.863,97.48,40.964,-50.03,0,0
2,20,51,21,6.76,0.003243,2.94,2.02,97.23,40.666,-40.1,0,0
2,20,51,22,7.1,0.006655,3,2.02,97.39,40.68,-46.77,0,0
2,20,51,23,6.94,0.006791,3.12,2.02,97.32,40.589,-53.43,0,0
2,21,52,0,5.45,0,3.29,0.43,97.24,40.029,-60.1,0,0
2,21,52,1,6.32,0.006924,3.28,0.43,97.23,40.22,-62.9,0,0
2,21,52,2,5.89,0.007075,3.28,0.43,97.24,41.2,-65.7,0,0
2,21,52,3,4.44,0.000886,3.28,0.427,97.56,41.752,-68.5,0,0
2,21,52,4,5.08,0.007221,3.32,0.427,97.31,41.772,-74.13,0,0
2,21,52,5,4.75,0.007348,3.37,0.427,97.42,41.895,-79.77,0,0
2,21,52,6,4.16,0.00555,3.43,0.057,98.19,42.851,-85.4,0,0
2,21,52,7,4.29,0.007937,3.28,0.057,97.7,43.982,-80.13,0,0
2,21,52,8,4.2,0.008434,3.13,0.057,97.91,44.612,-74.87,45.04,92.62476
2,21,52,9,5.12,0.014586,2.98,0.06,98.61,44.644,-69.6,201.9,415.20735
2,21,52,10,4.44,0.009818,2.95,0.06,98.28,44.661,-48.67,319.56,657.17514
2,21,52,11,4.76,0.010705,2.93,0.06,98.42,44.777,-27.73,397.88,818.24022
2,21,52,12,5.82,0.016069,2.9,0.043,98.82,44.929,-6.8,425.08,874.17702
2,21,52,13,5.33,0.012224,2.66,0.043,98.66,44.787,-8.13,414.87,853.180155
2,21,52,14,5.57,0.012765,2.43,0.043,98.73,44.411,-9.47,360.1,740.54565
2,21,52,15,4.43,0.004748,2.2,0.057,99.01,43.779,-10.8,84.46,173.69199
2,21,52,16,5.34,0.010727,2.09,0.057,98.86,42.919,-26.17,42.91,88.244415
2,21,52,17,4.88,0.008479,1.99,0.057,98.93,41.776,-41.53,0.85,1.748025
2,21,52,18,5.36,0.012449,1.92,0,98.94,40.363,-56.9,0,0
2,21,52,19,4.75,0.006928,2.13,0,98.99,39.635,-69.47,0,0
2,21,52,20,5.06,0.007077,2.34,0,98.97,39.085,-82.03,0,0
2,21,52,21,6.67,0.015755,2.54,0,98.92,38.162,-94.6,0,0
2,21,52,22,5.8,0.007396,2.57,0,98.94,36.819,-93.13,0,0
2,21,52,23,6.24,0.007657,2.6,0,98.93,35.903,-91.67,0,0
2,22,53,0,7.19,0.011529,2.62,0,98.97,35.525,-90.2,0,0
2,22,53,1,6.84,0.00779,2.61,0,98.93,35.604,-84.33,0,0
2,22,53,2,7.01,0.007629,2.6,0,98.95,35.919,-78.47,0,0
2,22,53,3,7.71,0.011294,2.58,0.012,98.88,36.184,-72.6,0,0
2,22,53,4,7.37,0.007493,2.59,0.012,98.95,36.487,-69.43,0,0
2,22,53,5,7.54,0.007446,2.59,0.012,98.92,36.947,-66.27,0,0
2,22,53,6,7.91,0.008889,2.59,0,98.81,37.409,-63.1,0,0
2,22,53,7,7.78,0.007544,2.6,0,98.86,37.683,-53.03,0,0
2,22,53,8,7.85,0.007698,2.6,0,98.84,37.846,-42.97,56.86,116.93259
2,22,53,9,8.21,0.010085,2.6,0.037,98.77,38.098,-32.9,149.33,307.097145
2,22,53,10,8.01,0.008062,2.63,0.037,98.8,38.83,-22.57,233.21,479.596365
2,22,53,11,8.11,0.008303,2.67,0.037,98.79,39.96,-12.23,289.4,595.1511
2,22,53,12,7.74,0.005271,2.71,0.033,98.6,41.236,-1.9,378.54,778.46751
2,22,53,13,8.07,0.009068,2.71,0.033,98.73,42.325,-5.43,369.13,759.115845
2,22,53,14,7.91,0.009498,2.71,0.033,98.68,43.11,-8.97,321.2,660.5478
2,22,53,15,6.55,0.001751,2.72,0,98.38,43.354,-12.5,197.9,406.98135
2,22,53,16,7.36,0.009255,2.7,0,98.55,42.943,-25.13,102.61,211.017465
2,22,53,17,6.97,0.008631,2.67,0,98.48,42.245,-37.77,3.46,7.11549
2,22,53,18,6.72,0.009265,2.65,0.017,98.24,41.532,-50.4,0,0
2,22,53,19,6.62,0.007643,2.61,0.017,98.35,41.056,-53.1,0,0
2,22,53,20,6.68,0.007244,2.57,0.017,98.3,40.895,-55.8,0,0
2,22,53,21,7.21,0.010456,2.53,0.04,97.94,40.741,-58.5,0,0
2,22,53,22,6.91,0.007038,2.58,0.04,98.17,40.668,-53.67,0,0
2,22,53,23,7.07,0.007153,2.63,0.04,98.07,40.663,-48.83,0,0
2,23,54,0,7.6,0.010257,2.67,0.103,97.57,40.731,-44,0,0
2,23,54,1,7.37,0.007339,2.77,0.103,97.86,40.858,-44.27,0,0
2,23,54,2,7.5,0.007366,2.86,0.103,97.73,40.929,-44.53,0,0
2,23,54,3,7.21,0.004975,2.96,0.22,97.03,40.946,-44.8,0,0
2,23,54,4,7.52,0.007458,3.09,0.22,97.45,40.935,-49.1,0,0
2,23,54,5,7.39,0.007428,3.21,0.22,97.27,40.884,-53.4,0,0
2,23,54,6,7.84,0.011771,3.34,1.627,96.88,40.845,-57.7,0,0
2,23,54,7,7.43,0.007042,2.91,1.627,97,39.878,-46.53,0,0
2,23,54,8,7.64,0.006943,2.63,1.627,96.95,38.073,-35.37,17.73,36.461745
2,23,54,9,5.85,0,2.57,0.047,97.24,36.108,-24.2,194.28,399.53682
2,23,54,10,7.14,0.009924,2.3,0.047,96.96,37.422,-13.5,299.45,615.818925
2,23,54,11,6.48,0.012797,2.06,0.047,97.08,41.426,-2.8,369.41,759.691665
2,23,54,12,4.91,0.009822,1.86,0.007,97.33,44.646,7.9,408.75,840.594375
2,23,54,13,5.53,0.014974,1.6,0.007,97.26,45.557,8.3,398.96,820.46124
2,23,54,14,5.22,0.014877,1.4,0.007,97.29,45.356,8.7,347.92,715.49748
2,23,54,15,3.59,0.008313,1.3,0,96.95,44.869,9.1,71.47,146.978055
2,23,54,16,4.5,0.011247,1.14,0,97.25,43.068,-5.47,37.92,77.98248
2,23,54,17,4.06,0.008398,1.09,0,97.12,40.559,-20.03,1.97,4.051305
2,23,54,18,5.58,0.019231,1.16,0.443,96.29,37.649,-34.6,0,0
2,23,54,19,4.31,0.006776,1.6,0.443,96.8,37.597,-37.07,0,0
2,23,54,20,4.98,0.006585,2.02,0.443,96.58,39.088,-39.53,0,0
2,23,54,21,4.75,0.001706,2.44,0.347,95.66,41.398,-42,0,0
2,23,54,22,5.36,0.006716,2.6,0.347,96.15,42.511,-51.83,0,0
2,23,54,23,5.08,0.006884,2.76,0.347,95.94,42.83,-61.67,0,0
2,24,55,0,4.52,0.005555,2.92,0.143,95.5,43.334,-71.5,0,0
2,24,55,1,4.69,0.007038,2.74,0.143,95.62,43.916,-71.3,0,0
2,24,55,2,4.61,0.00722,2.62,0.143,95.57,42.999,-71.1,0,0
2,24,55,3,3.81,0.003238,2.58,0.4,95.52,41.416,-70.9,0,0
2,24,55,4,4.28,0.006929,2.53,0.4,95.5,40.658,-63.53,0,0
2,24,55,5,4.04,0.006522,2.49,0.4,95.51,39.263,-56.17,0,0
2,24,55,6,3.87,0.006576,2.44,0.087,95.41,38.014,-48.8,0,0
2,24,55,7,3.84,0.006584,2.49,0.087,95.5,37.527,-43.1,0,0
2,24,55,8,3.86,0.007023,2.54,0.087,95.46,37.5,-37.4,66.2,136.1403
2,24,55,9,4.34,0.010276,2.6,0.277,95.28,37.736,-31.7,195.04,401.09976
2,24,55,10,4.04,0.007617,2.64,0.277,95.38,38.07,-23.63,295.83,608.374395
2,24,55,11,4.2,0.007744,2.69,0.277,95.34,38.371,-15.57,363.31,747.147015
2,24,55,12,4.33,0.007863,2.74,0.099,95.17,38.633,-7.5,441.9,908.76735
2,24,55,13,4.35,0.008324,2.81,0.099,95.26,38.887,-15.03,431.19,886.742235
2,24,55,14,4.34,0.008761,2.88,0.099,95.22,38.879,-22.57,377.15,775.608975
2,24,55,15,3.88,0.00673,2.95,0.08,94.93,38.587,-30.1,282.32,580.59108
2,24,55,16,4.2,0.008559,2.91,0.08,95.12,38.047,-48.27,153.59,315.857835
2,24,55,17,4.05,0.007933,2.86,0.08,95.04,37.629,-66.43,11.36,23.36184
2,24,55,18,3.46,0.005057,2.82,0.035,94.75,37.801,-84.6,0,0
2,24,55,19,3.76,0.007057,2.74,0.035,94.89,38.901,-80.1,0,0
2,24,55,20,3.62,0.006766,2.66,0.035,94.83,39.727,-75.6,0,0
2,24,55,21,3.83,0.008666,2.59,0.01,94.51,39.37,-71.1,0,0
2,24,55,22,3.61,0.006578,2.63,0.01,94.7,38.726,-72.17,0,0
2,24,55,23,3.73,0.00665,2.67,0.01,94.62,38.33,-73.23,0,0
2,25,56,0,3.2,0.003095,2.71,0.033,94.54,38.15,-74.3,0,0
2,25,56,1,3.62,0.006628,2.74,0.033,94.52,38.077,-77.3,0,0
2,25,56,2,3.41,0.006669,2.77,0.033,94.53,38.145,-80.3,0,0
2,25,56,3,3.59,0.008743,2.81,0.254,94.75,37.911,-83.3,0,0
2,25,56,4,3.31,0.006374,2.75,0.254,94.59,37.311,-76.1,0,0
2,25,56,5,3.44,0.006108,2.71,0.254,94.66,37.112,-68.9,0,0
2,25,56,6,4.2,0.009301,2.68,0.263,94.91,37.51,-61.7,0,0
2,25,56,7,3.78,0.006053,2.84,0.263,94.79,38.296,-54.83,0,0
2,25,56,8,3.98,0.006333,2.99,0.263,94.84,38.943,-47.97,74.88,153.99072
2,25,56,9,5.26,0.012851,3.14,0.183,95.27,39.317,-41.1,177.34,364.69971
2,25,56,10,4.52,0.00676,3.04,0.183,94.99,39.267,-30.17,266.61,548.283465
2,25,56,11,4.87,0.006932,2.93,0.183,95.11,39.091,-19.23,325.88,670.17222
2,25,56,12,5.77,0.010081,2.83,0.284,95.77,38.862,-8.3,253.61,521.548965
2,25,56,13,5.38,0.007229,2.42,0.284,95.38,38.267,-9.13,247.87,509.744655
2,25,56,14,5.55,0.007396,2,0.284,95.55,37.48,-9.97,217.01,446.281065
2,25,56,15,4.64,0.000694,1.59,0.519,95.84,36.405,-10.8,215.45,443.072925
2,25,56,16,5.39,0.006427,1.33,0.519,95.79,35.227,-10.9,119.12,244.97028
2,25,56,17,5.01,0.005529,1.06,0.519,95.81,33.574,-11,11.11,22.847715
2,25,56,18,3.27,0,0.76,0.743,96.16,30.412,-11.1,0,0
2,25,56,19,4.15,0.002508,0.47,0.743,95.91,26.422,-7.5,0,0
2,25,56,20,3.7,0,0.22,0.743,96.02,20.254,-3.9,0,0
2,25,56,21,2.59,0,0.07,0.263,96.34,7.87,-0.3,0,0
2,25,56,22,3.03,0.004096,0.11,0.263,96.2,10.926,-4.67,0,0
2,25,56,23,2.8,0.003378,0.29,0.263,96.26,15.445,-9.03,0,0
2,26,57,0,1.84,0,0.54,0.1,96.73,17.274,-13.4,0,0
2,26,57,1,2.3,0.002019,0.28,0.1,96.43,14.119,-8.97,0,0
2,26,57,2,2.06,0.002063,0.1,0.1,96.56,8.26,-4.53,0,0
2,26,57,3,2.78,0,0.06,0.143,96.98,6.304,-0.1,0,0
2,26,57,4,2.13,0.000212,0.13,0.143,96.79,10.678,-2,0,0
2,26,57,5,2.44,0.001161,0.27,0.143,96.87,14.719,-3.9,0,0
2,26,57,6,2.83,0.00285,0.44,0.567,97.22,17.151,-5.8,0,0
2,26,57,7,2.78,0.002044,0.55,0.567,97.03,20.465,-2.4,0,0
2,26,57,8,2.79,0.002458,0.6,0.567,97.11,23.178,1,22.76,46.80594
2,26,57,9,3.43,0.006228,0.6,0.763,97.59,24.776,4.4,59.76,122.89644
2,26,57,10,3,0.003418,0.59,0.763,97.3,25.759,7.6,89.27,183.583755
2,26,57,11,3.2,0.003866,0.57,0.763,97.43,26.512,10.8,108.88,223.91172
2,26,57,12,3.69,0.005864,0.55,0.613,97.78,27.174,14,117.43,241.494795
2,26,57,13,3.5,0.004974,0.53,0.613,97.63,27.441,12.13,114.67,235.818855
2,26,57,14,3.59,0.005435,0.51,0.613,97.7,27.612,10.27,100.51,206.698815
2,26,57,15,3.37,0.003772,0.49,0.223,98.27,27.662,8.4,75.72,155.71818
2,26,57,16,3.54,0.005821,0.5,0.223,97.89,27.287,4.57,42.37,87.133905
2,26,57,17,3.43,0.005835,0.5,0.223,98.05,26.356,0.73,4.68,9.62442
2,26,57,18,4.07,0.008821,0.37,0.457,98.84,22.491,-3.1,0,0
2,26,57,19,3.55,0,0.02,0.457,98.4,4.163,-7.8,0,0
2,26,57,20,3.79,0.004021,0.34,0.457,98.59,21.885,-12.5,0,0
2,26,57,21,4.74,0.009058,0.94,0.103,99.37,24.343,-17.2,0,0
2,26,57,22,4.25,0.005413,1.25,0.103,98.96,24.172,-24.4,0,0
2,26,57,23,4.47,0.005782,1.58,0.103,99.13,28.459,-31.6,0,0
2,27,58,0,3.55,0,1.91,0.007,99.55,35.13,-38.8,0,0
2,27,58,1,4.33,0.005595,1.65,0.007,99.41,35.529,-38.9,0,0
2,27,58,2,3.93,0.005094,1.39,0.007,99.47,32.817,-39,0,0
2,27,58,3,3.31,0.003809,1.12,0,99.89,29.674,-39.1,0,0
2,27,58,4,3.44,0.005209,1.27,0,99.63,29.168,-41.97,0,0
2,27,58,5,3.36,0.005373,1.42,0,99.74,30.06,-44.83,0,0
2,27,58,6,2.86,0.003476,1.59,0.003,99.73,31.186,-47.7,0,0
2,27,58,7,3.17,0.005787,1.5,0.003,99.85,32.022,-40.07,0,0
2,27,58,8,3.02,0.005739,1.48,0.003,99.8,33.401,-32.43,57.14,117.50841
2,27,58,9,4.37,0.014261,1.53,0.44,99.66,34.1,-24.8,187.69,385.984485
2,27,58,10,3.37,0.00583,1.85,0.44,99.71,34.141,-28.7,278.17,572.056605
2,27,58,11,3.87,0.005954,2.17,0.44,99.69,34.28,-32.6,338.67,696.474855
2,27,58,12,6.38,0.019064,2.47,0.466,99.21,36.415,-36.5,223.29,459.195885
2,27,58,13,5.08,0.006591,2.61,0.466,99.56,39.18,-33.9,217.68,447.65892
2,27,58,14,5.75,0.007092,2.75,0.466,99.41,42.391,-31.3,191.11,393.017715
2,27,58,15,5.83,0.004196,2.88,0,98.99,45.347,-28.7,126.79,260.743635
2,27,58,16,6.22,0.007564,2.78,0,99.16,46.366,-43.7,71.61,147.265965
2,27,58,17,6.03,0.007509,2.67,0,99.09,46.297,-58.7,9.3,19.12545
2,27,58,18,5.66,0.006459,2.56,0,98.89,45.927,-73.7,0,0
2,27,58,19,5.78,0.00758,2.69,0,98.97,46.038,-81.33,0,0
2,27,58,20,5.73,0.007663,2.83,0,98.93,46.643,-88.97,0,0
2,27,58,21,5.41,0.006429,2.97,0,98.54,47.928,-96.6,0,0
2,27,58,22,5.61,0.007961,3.05,0,98.81,49.17,-99.03,0,0
2,27,58,23,5.52,0.00805,3.13,0,98.7,49.244,-101.47,0,0
2,28,59,0,5.48,0.008511,3.21,0.267,98.43,48.487,-103.9,0,0
2,28,59,1,5.44,0.00758,3.09,0.267,98.52,47.466,-97.87,0,0
2,28,59,2,5.47,0.007164,2.97,0.267,98.48,46.731,-91.83,0,0
2,28,59,3,6.86,0.015729,2.85,0.477,98.53,45.53,-85.8,0,0
2,28,59,4,5.93,0.006777,2.58,0.477,98.45,42.37,-73.47,0,0
2,28,59,5,6.39,0.006915,2.34,0.477,98.49,38.654,-61.13,0,0
2,28,59,6,6.32,0.003452,2.16,0.007,98.6,37.573,-48.8,0,0
2,28,59,7,6.67,0.007158,2.23,0.007,98.55,39.744,-38.23,0,0
2,28,59,8,6.49,0.007309,2.3,0.007,98.57,41.933,-27.67,95.34,196.06671
2,28,59,9,6.73,0.010216,2.36,0.003,98.75,42.889,-17.1,248.99,512.047935
2,28,59,10,6.44,0.009134,2.34,0.003,98.63,42.836,-1.27,365.28,751.19832
2,28,59,11,6.58,0.010849,2.3,0.003,98.68,42.506,14.57,442.71,910.433115
2,28,59,12,6.92,0.014018,2.28,0.133,98.73,42.229,30.4,439.96,904.77774
2,28,59,13,6.8,0.011523,2.03,0.133,98.75,41.764,21.4,429.39,883.040535
2,28,59,14,6.86,0.010461,1.8,0.133,98.74,41.288,12.4,377.52,776.36988
2,28,59,15,5.38,0,1.58,0.882,98.6,40.704,3.4,245.79,505.467135
2,28,59,16,6.42,0.008322,1.62,0.882,98.7,40.405,-6.97,141.08,290.13102
2,28,59,17,5.9,0.007233,1.66,0.882,98.66,39.839,-17.33,21.45,44.111925
2,28,59,18,3.91,0,1.7,0,98.97,38.821,-27.7,0,0
2,28,59,19,4.86,0.005884,1.71,0,98.68,37.647,-41,0,0
2,28,59,20,4.37,0.005859,1.72,0,98.81,36.986,-54.3,0,0
2,28,59,21,3.87,0.005896,1.73,0,98.96,36.677,-67.6,0,0
2,28,59,22,3.9,0.006206,1.9,0,98.97,37.156,-72.23,0,0
2,28,59,23,3.88,0.006386,2.07,0,98.96,37.622,-76.87,0,0
2,29,60,0,3.27,0.003372,2.25,0.007,98.83,38.04,-81.5,0,0
2,29,60,1,3.68,0.006377,2.17,0.007,98.93,38.153,-77.2,0,0
2,29,60,2,3.48,0.006098,2.11,0.007,98.89,38.48,-72.9,0,0
2,29,60,3,4.24,0.011428,2.06,0.017,98.61,38.959,-68.6,0,0
2,29,60,4,3.61,0.006097,2.22,0.017,98.78,39.947,-73.67,0,0
2,29,60,5,3.94,0.006391,2.38,0.017,98.71,41.236,-78.73,0,0
2,29,60,6,6.08,0.01818,2.53,0.023,98.4,42.679,-83.8,0,0
2,29,60,7,4.87,0.006744,2.73,0.023,98.56,43.875,-77.53,0,0
2,29,60,8,5.49,0.00697,2.94,0.023,98.49,44.141,-71.27,74.46,153.12699
2,29,60,9,7.37,0.016217,3.13,0.134,98.25,43.858,-65,145.33,298.871145
2,29,60,10,6.52,0.007532,3.25,0.134,98.37,43.416,-42.73,210.92,433.75698
2,29,60,11,6.95,0.007868,3.36,0.134,98.32,43.173,-20.47,254.76,523.91394
2,29,60,12,8.79,0.019146,3.47,0,97.88,43.289,1.8,180.38,370.95147
2,29,60,13,7.88,0.009154,3.53,0,98.17,43.511,4.73,175.92,361.77948
2,29,60,14,8.35,0.009936,3.6,0,98.04,43.832,7.67,155.01,318.778065
2,29,60,15,7.65,0.002176,3.67,0.113,97.81,44.128,10.6,175.41,360.730665
2,29,60,16,8.42,0.009753,3.63,0.113,97.86,44.147,-15.5,102.32,210.42108
2,29,60,17,8.04,0.00897,3.6,0.113,97.84,43.889,-41.6,17.9,36.81135
2,29,60,18,6.88,0.002971,3.57,0.123,97.68,43.411,-67.7,0,0
2,29,60,19,7.41,0.008021,3.46,0.123,97.78,42.961,-66.03,0,0
2,29,60,20,7.15,0.007737,3.36,0.123,97.74,42.555,-64.37,0,0
2,29,60,21,7.39,0.011266,3.26,0.48,97.37,41.986,-62.7,0,0
2,29,60,22,7.08,0.007464,3.33,0.48,97.61,41.646,-61.93,0,0
2,29,60,23,7.25,0.007361,3.4,0.48,97.51,41.497,-61.17,0,0
3,1,61,0,8.32,0.013985,3.46,0.897,97.27,41.233,-60.4,0,0
3,1,61,1,7.71,0.007184,3.21,0.897,97.35,40.491,-52.43,0,0
3,1,61,2,8.02,0.007264,3.04,0.897,97.31,39.295,-44.47,0,0
3,1,61,3,4.65,0,2.97,0.027,97.6,38.205,-36.5,0,0
3,1,61,4,7.07,0.007961,2.85,0.027,97.34,38.821,-54.93,0,0
3,1,61,5,5.84,0.009261,2.73,0.027,97.45,40.232,-73.37,0,0
3,1,61,6,2.88,0.000993,2.62,0.099,97.83,40.957,-91.8,0,0
3,1,61,7,4.04,0.009888,2.79,0.099,97.65,41.449,-73.7,0,0
3,1,61,8,3.45,0.008755,2.95,0.099,97.73,41.489,-55.6,110.74,227.73681
3,1,61,9,3.9,0.013209,3.11,0.189,98.12,41.115,-37.5,247.47,508.922055
3,1,61,10,3.19,0.008001,3.14,0.189,97.89,40.286,-17.13,356.47,733.080555
3,1,61,11,3.53,0.008412,3.17,0.189,97.99,39.502,3.23,428.77,881.765505
3,1,61,12,3.83,0.008371,3.19,0.477,98.49,39.115,23.6,387.45,796.790925
3,1,61,13,3.84,0.008479,3.16,0.477,98.2,39.17,5.1,378.53,778.446945
3,1,61,14,3.82,0.008125,3.13,0.477,98.33,39.715,-13.4,333.73,686.315745
3,1,61,15,3.15,0.003854,3.11,0.267,98.94,40.628,-31.9,270.26,555.78969
3,1,61,16,3.56,0.007383,2.93,0.267,98.59,41.414,-47.53,159.74,328.50531
3,1,61,17,3.34,0.007145,2.75,0.267,98.74,41.939,-63.17,30.93,63.607545
3,1,61,18,3.09,0.006571,2.57,0.013,99.5,42.191,-78.8,0,0
3,1,61,19,3.08,0.006986,2.4,0.013,99.06,42.302,-78.23,0,0
3,1,61,20,3.06,0.006959,2.23,0.013,99.25,42.093,-77.67,0,0
3,1,61,21,2.65,0.004719,2.05,0,99.72,41.47,-77.1,0,0
3,1,61,22,2.92,0.006567,1.86,0,99.55,40.552,-69.37,0,0
3,1,61,23,2.78,0.006116,1.67,0,99.62,39.492,-61.63,0,0
3,2,62,0,2.62,0.00567,1.49,0,99.85,38.153,-53.9,0,0
3,2,62,1,2.63,0.005737,1.49,0,99.75,37.302,-53.83,0,0
